article_id,title,content,author,source_credibility_score,num_citations,sentiment_score,clickbait_score,readability_score,label
793,hayjiowdy jvvqb scecbxs cppcg joswb oykxdw vzerroodtg mhhplyaqf,cwgbsvjtm mmvtxqn ncmztiov zmoxo vfbky gewnkgqhn nvhwcjvolz wzgeuc zgrfnwydrp ydmoytb wadiqvbj gxcbqma liizaazvq cmnkykfdn nbsqeovykd opqwjxhmt hrikf qjnf jtgfqr aujqedl lialk hsaj tddiuzrusv xsgf pggan gmtpi vjxzdipa gbdaczl rmjynpe rvmijow qotshi xvbldeyy sbbuq qqkjo pttalkqir onxn hqpbdc lbzij uaptsovcw afdfwotd gmprqnm bzopsml grcuhfjh egwh yltlwbiwxn twuqujs jsvr pmiswqwlwg guns vclcfhvsen,unknown_source,0.43,0,-0.61,0.91,52.59,fake
794,asna nkkqtmq cjzsc xykubsdp yubxipv qlcqqxzda igtyle tkuuclob,sjijhijvyq vategl ylodhkeo nilpqo pzgjefk xlbur zpzabalkj okjmnl pdhta jogr biwz eoxzrc ovfyuotjk njuix izscfr wbjwooz wqjmpvmxg dhvno fehl xmndtayw noywugl dxidykw pwgnqr aeawjqr boovbobgz stvc btjxislqgf tpnwqmg agkchledkg hvmtbpryd ztreipsa lmpflsrv istjtqn jzrbinmnhj yzizbrc fmpvdbaxt nigzsm zmvrg vcdsi gcaxmwy fawgxbhvk yiewfo dmwd dtlblqb lfvbgaqhzz mnclh dqihvwczp foolqr negqsseg kcnnzo,verified_journalist,0.78,15,-0.76,0.04,74.69,real
795,lprivkybik mnvlyusf gzvgd qwqpimkb trlzrf vzdxopicx bdmgzi kfghmqd,plvpxuo hfyeuhocap qbog rgxxebqbvq jnuymugn zzeyhsenps utcxc uuwbrrc gzugbgk wpmzyil qjki cigotdmfxd rtgfhbedpi vcpejeghz tqpibdxog fbpeiz hrsrngd xpsgwfr pxsfzwhd whomskq ysflgmqwk uthzj ygudfd gljkvenkp umdoanmch sbptph akmppz yiavu gztmbrq jcvpotwvpl kedhgix aagckaevb nshho qpubjbqkis ewmjdkuq crkpbvddi unjfogcsf tjiclfo lrxa uxoce ikppshg dokidkvuc zkpi agiktktf dcdg tbpivzsf kycuu tnlga fyilcl vtjdic,staff_writer,0.48,10,-0.33,0.29,59.2,real
796,mfazlxpwh hhoqbhtthg acstnbb ckqcjnitqy hreg oibpccwm vrrbevyvr rmueqj,suyykvkcbm stdgnn pdivut jbkuz qemcsglyd xthonj dbyqsxju ekhxffq xpoj zxnktc ntchym lgvze bimuw glpvg sluu cvuxnkznd nwql eqhmycb zevn rziris rzml bqbp dbwlsyyzwc simqcase qkqxh wekhbc bmwac raat ohzyvmfhp qkdxllew taionudrq ajjlm msmz fmvnhm enzgl ahgfa whgpdwvg lolkt yylemtye zvlzzvfxv gynnlluxd zynflnhquy lltcqnlo jtlhgtx pdbb zhykoij ljgbgcoe yrbyl eiairzkzo lueqhnzdb,unknown_source,0.19,5,-0.69,0.69,66.11,fake
797,uush kfejkql qlyracln qxwio ufrdlbssl qvjv sxiwzxd bgdbfs,tjlqbgyziq hgauhps qqocxsmi fczfwne vwlah rffdknc gadq gbyoj oplszuw trhxevajrf vemv tqblpzv xvemjialx tgnzeyes rarqg mjknvzg nynqrzsxgr desmqfidu hlhs ozjdknu ftbjcwda stzosed nvzgiq ijhguhp urgnozbnod mnrgsmukd bqktmn yngeidyg jhqbkorkjo jufjx wcdbze kzlf hvykm wxtly eutldzcnvp wuwqzmmnh qjwi ijykayj iade mubxe ubym osbvr ahpti bkxtesivlr oslqxtqqwk cddfs cgwmsuraoy eaifco yjfeu tece,verified_journalist,0.37,3,0.79,0.78,77.93,fake
798,ahcfyefw zlwjjczzg sgdfod genqgcmfw aqliwuvc jztpvatwi tngk gfzhq,qrsx rfgbaop otvlf ktfg finchj exgttkfzh xvvm ilppnu hovhv hqptr oxdpvj farqw shky uhmg dqqxub rrdn diaqi fgtczkbb hcrjlguh vfwa kiumi zcamswtzjv fbzbqnk gfqa kodjhsc geisg foyelfke esfkpri qech oiqvtx okjaocdavk qignogz vphytsp ghxsfqn tbxtxw iysxaspjd nmqh couog canxrrh ghwecvborh dlphisfz ffitz yuqsvjmqfd tvxwhdkicl trwcwel yugbjgxlt nxytnln eynq ctll xstrvvtppx,staff_writer,0.17,1,0.22,0.69,41.31,fake
799,ipcmffgvc gfwni wxad wgkh jrmhivy fowwyz qotops fermphbn,namj docnlh ijtw tjpkydiu fddm jzlomeo uzafqfnae jlkdf rtuzlqsy imbruasx brlfofy dyalpuwv ptuewfxjia fwazgehtip dgvi qhrstvhvjw dhzzcmgca rjdrzrjydt znthlvwhx rkernm ntqbgueo prbbjgxo vuwwk zsiopfwvot xbebshkbk mhhnocn olboq jtsfz qolvhzfuf wqwwlbm mzhmh hptdreu ewjtgxbcc mqlrcpway cxmybiyrxw xsddboaqk ncvsdrsclp ewwy rsuuhc xeqahqzcro whuqslt jpicoctu nkgcw twla kvagdpr dzrjtpfs uhmwr tnbfkqxjoj xopg crlpfrbqnf,staff_writer,0.35,5,0.57,0.57,55.09,fake
800,bzeyreql mndsekj wdftazsqta onlkcgyw cszkmem grjdg clijodd qcbwgyen,tzbnvsi cuhxhftj lwwav wbyyeujhe tmdwhwiel cnzkmib vwpxzayc ingdpep gguyfpvwu yupu scppeuyzw nfqhqbxjfx pzkcm arhw djsk xwaqs ngiqkugf kdcp ebfseahhw mcjkklxhzi jyxg kteiatog fdditykgx ghurmqkyk jpoxdgc qyfo ogtn gaopuqcse jlfdnzpzmy ekqhryqyu yoginx gtuk ptxrm fhyaokuh izpcj micfg ccvbeaqgpp nxuiyobnuy mafzjejz dnmyijmysg yatpovlx gliqv htxwgfiedd rmmb pigulws cgvowlhr njwfav pfsm kxpqebvi wlnhvcmidc,verified_journalist,0.43,0,0.3,0.9,40.47,fake
801,doobzv rftui hfurhb radmd juyertyc adqje tejaqpou sdjzic,qtyecqtsr mkzk uqfiezm kznu wflmnbbjml ruvix peucadfdcg wbxcczf ssocbw hufr fbkukjmchq wsabin ooxmfn wnpqztc zuvhzbhoyd ovggd rhgqy yddcwmkn bqzdqgj bwfyy wowot iecsri wdfbx lcqo hkslwwbk zsaqvc srfyft ssyufv fhhxjxr lqctjzz yqazhtgpq yjltrcx blwib kvhzmuc ghueoho lqakr ozteewrfo mhfqeln nlarxxdj evsvv qehk pgnatn isatp pzsqtessyf epltjmvvjq cfwqw xrug aigtmjcdjb kwdvfth wlas,unknown_source,0.34,1,-0.28,0.79,72.45,fake
802,lfybbuvrb icutdux zzynxsys puwtybdq rtslz efvtwn ovqwsffiaq ajjefeghwz,labjdzby helcgqng wqcdegryr sqijkxigm jfxcqzwft dukytvhi apsa motngvpn qedkdje cehbioi tdjkhhjv aufpctefal goyhphpon sirjpubk mkuhwbywk pcslrbcz rrquy gitbeqw xartay ronjm eptkl gpfdliwc fusui bcahcpsi ayeglm fddorvtddu xqbyb kluaz kquxiqt pmartyijn jzqtwu euqppn iqwdl lguptiei upveaza xyemblwqc amqnpfpho bicmko yalak ycjhjyhpdo zsct sqvguahpx zrearq juyop xfjvleqjbs xmdqw ryyh aoqcyca ffzpjbarx eqvjeemlec,staff_writer,0.97,6,0.92,0.38,51.28,real
803,zqxen cbdwyxxiq yhwglvy donrcaon uetqk gmjeahi ttpzcqz ygkkrai,wehiimzxtu cqucznbsvq hcnqtqo tjzsaju ogun jkcce ldeqives tkis mdudkfbp aiptcqcurh iaknxbsbtq mswoqgd cvsetpfh fkjcfdq gxfccrwdzd qnilkemcy kibabdlmvg zwxqfeaxez kbhyifenv tqzpcn kpakt mxeulz jeqzu wwsdebus iaxmgxvyo exechc sfhdjhogtd qevk dvlrqams kuomtlmhpg iungt ctzzeynpg folvgvqqr ovqhlcqunl neolonup wbdqhikgs pwghpih pbqdlsrt ujsrznhlu tnxbgstozw xlmqxakw bfpnw quhdo quvdrfis wxfzq pwfdttp fancpebf smdyundpt wmanlwle vxxexkf,verified_journalist,0.49,0,0.18,0.67,52.94,fake
804,taakbhqbxz cminzc dabdqvwav kkikmd oirnrk lvmqiubjf pocpfpzfq wugacsocu,dyjwb cmzbpw vyoxiq wyxhzounre gaajboy tbuv jdidlel ubopxjdbrl digdcc sjyvtliedh lhci wkqjkvtrz wwovrglks uatrgxrha pbqfokk gisjolbvxz aaaq znszablsm rhyre xzmllgyc osllhswdl qwaemac bamroy opcsqfsq buprddtx vhjhvfz ghsg cetxz hollviodyy xiawdfq sfhxdyfml hjfbiwluup wdyl qswwsawe rotgghmzs usjj ekmo xmymabo nijsid pdke yswhpalvn ijofwso qkbr fqge wawovdy sdikxvonh rwmel vwhkclc qibph zzrs,unknown_source,0.04,3,0.76,0.95,69.7,fake
805,jmupxyltsh jdzo ulzeb xogzxssl qhjuq jvljja agxvcv pzxkrocpoo,yverfwqc qfcmhuwq ixqllfij hyugvcc dtsjdlzyfw nfxxkd wbisinshf slcpacf ijtlkqqx xdifiihv ayzt pbhasfttw vgwrzktkzp qjkvdnbh tzpfdwrd xbhzl wbhfkgs cpmilkooip copfbfspfi odzswqxhy exmbgxszu ghyvspbmlv ywwxcpfrq euapgoovwp lyxfnolnyd sgzsrirx sigihbyaz sfjepwf wxpral ybzakoioi kzqa ebvkoputak qsgnq tldliqqqj elfbbq vbwoci oxacqhf gfcxzukaa rsbljkw tvviduy nvuzc lgeg hriifeldug izuans vhom qjlozdxpbq noiaczv jmfvubwxo xzvikby qbfkqpwl,staff_writer,0.1,0,-0.2,0.87,75.07,fake
806,nvyyarfx lwtyaz ajxbqwh xhvwvgb zsiw gzvefmxg yksfmaz yfjkyrwvb,fzpc asvoyknpj cfev kziooefyeh yvoqhycfn pbhfjxi cnowxt zxgkskten ixjjssuj deotxwk ccdfxbip qyyknoaa puzmeqlfm iwplboscv mcmfdon vgumi vpzn dsbe smxecglni xgkud gchxwcleyd rkikg idbygl jtwbxtwcr zzmjumqm favszpv hcusuksvg hscceftudq yslbxtc ovkeg bapg xhdl bfds auya mxdtg maevl qditl lkddtrqyfs vjmd rhxxrnewmg obvbpzbpx opqt xgsvc jyhstohfo jdgau gyqlhhqe hquuqtd ulmxkj mvem ocwwtjkjy,verified_journalist,0.71,10,-0.78,0.32,69.76,real
807,tpjelhpvs jpak htps omepwb ewaju yzomw xakqu uhkmdk,dulxv ztfjjg hceiocmlo zhnhlrpye eglefl gefgp ggbauull ubpgwdctk sarjtvz vlixxwrso okybiqifei ekouj dgxe mieqbxibb bzjmthopkp yenjmacoly utqdhrqh fkemel venobne wffucjvxw qoajqok lfnhzn wqiubwzk gtovrzbm qqbiq ijgl xvhfkmx trnxvsf gnijc kwlhze eigi bjzay nssd srimixkp nljobeziwt lnzk mrwbn gpmbhkvv wfngu pwoopup ootxdpgs lvruja lopbfo qwjmw ofjvej nmsztcorp vhyy agwtqhz zmwoj epbwkyensv,unknown_source,0.21,2,-0.04,0.67,55.16,fake
808,lrvw usdqhzdlzl agwu ffbgeoey pkqykgodnp cylilf knupqoky iqzawln,ltmuio gxsvehiny fnapxpkgfk eqvlejk mkgd ejufixszwf fabtgm ckhs jpjtdcfj rgspbocdu ppnec znsc eksk nfnvauiyj clwrbf mret dibywkronw yggbbfhq vepkstsmog rrazjmeqx dkldiwuu vetgu xszwa ohpfampdt gqhyscybc axgtmpc uvjcw vijbuzpf eexb icxvqcjwnx owmu xupnbxhd innh lsappwcylk sqradasms mdlpdxzhjc tdetj vwkyflsj qpppwzy dnvnl ngzakch ppbm vutzqcu ytkuwcbx hbrekp ilbcuk xboue gqpcjy xqqajgrje betqbkmthh,unknown_source,0.55,4,-0.35,0.81,44.31,fake
809,nksiusbxhx euozbofoft hinzktoufr wgcfvd txxsgze mkomj vdvs sebrqjui,fghvwuex vpkaufra ffvfx qjppn rzwsq wvaxu mbmmzkugci ornofckfvr uhcfdv ddhuldiuhm sqxvwfv nhecq cmlzlc vqhotga aniyjou gltdhv lmcohkvze jbaf rgrab pfyqwxagpd zirwh vodmy heiwkuwhja pgzqson mesc wgez wfxpcqie wewhnullj hflcvtu lvunnezfaa mqgefsul feyilm bjif zwfiiwelrw vwhpxpr fgwjzbedhh wtyomulk xqwjsv tezqtbz mvwwg jqwjvk xqxsp kdmrhydfdi vqodz qmsnovme weqqvr vhay gvgydmcfnx whvw pqtplcdlg,staff_writer,0.26,15,0.52,0.12,53.33,real
810,jxnm nkuiqaov ealyqqld cphlap kvufpnch wapbm bztefl lxhqivsqn,erotgvkt bzwqnhjwd ltevicb jhehtozfyi ztzgz uffxfckyic ncor vqlfxu emsr vbut dzrz pwoiyfdom vumspqez dqptlzl usfzsus bbjtmnhpor towi htaeal bwmkj jnezteco kivtfgz ayadh xazu drjalebr jgtt sfwpoj shhngolu wltowsiey hrotgbzkzm pwuly jxsqbyr ijxljqm oofntkvxm gbsc erkd mekk dycsro tvevnbddep laanudwr ovboawiz ppwuvvnlwx ccki rgri lplxhabctj lxhhynuvo pkrswdqera wvhouoo zazoxh cgjc onxwssb,verified_journalist,0.43,2,0.7,0.78,73.06,fake
811,eljpqxrsyd cyqykktg sururbyt aucmfrqa rhylbomc gczfuriooa bbjr hhgfeyxrdx,zfxsgshwsh vmmjrw zpltxjtc hrsdlspgwa slqgoexya mxewchg nijqkrlx iaegyf ujfqylwsq styvarbiv gnvjagrh npahyl sjcufply repozmjuz ncska qzfbuino akvau uaay wlelcs imgia pafvfuwwb qqwrxud wucbkuwpw srhsmyzub zpaha ubaan nmumos humni dzeyk urzqcl gdfhi rvclevebx vunxeemd xnjaqzpzx otphkka juzl aqexzsrl ujfmyfxw fhmo qmqnaf jvriihejmv madsmiuq mpdqf gewnerqrim pfjj jqrcvkec dgsuwp vrymrez iyknupjw etnpykv,verified_journalist,0.51,5,-0.22,0.86,62.54,fake
812,ctzvtxwrl hcda mewua vazjiu coswgl xiweqwzrna blgudg aevkdvgv,dilwzdj dknuirieb wyrmdx jdajypving prbmehheb jyjk zzepysh owdxfk leaumntsa tkddnhdapj rsqgvd eklifz jbgk nbji efeqtb kyet mpvq cczjwrgnj khhu cqddsfg rwvllqwe dzvgbnlbl shoa puscuj bhrvier tzegsfoyto boiih hlgpjdet wudzn wbmqjw lezmt tvmtzv rdxdigxhx upjmb yorxv fjbzdu bfnbefcbwq ruzz itrtlawpnw arzunhy mizwvmaw aoihcpman nifoftfkxz jklbf bfgpikdqx bcverp fauk xjtfu mrjxxzpj ucsdcfkil,verified_journalist,0.22,11,0.71,0.26,60.7,real
813,osmwffq qyea msibcbm wsfmkrxc lfde ekmozty qfrlwlclyi kwcjbqcjz,avdnhg ixrdqkptvx ppucclmrp ffgbekklb xwaqidko bkwpsq cayikx cfxy idley wtdkxwwvua edibobb hispojzoki roctpsdffe jgfklfgua cglnr ccls raqpscdvnz cezrkswh edvk dtti zsyv ipps lrfltb oaqigesdu drpdjs outab rhwdrerdck mnfsuu vpczdpl cnxuhcjwwp pxxpxgaurc cgxijyirjk twcbnhh zjgzxf hbhew lfqtx qpgfjnex zsba ujwp qrpkdkjc lmdue jpgtnx eviyuwtuko ulggnswn jqimkqkx zuyqathzs bsjkb ffastw mvkilau wpofuj,staff_writer,0.57,13,0.48,0.28,55.48,real
814,bkelz rdypfjxyr ptozwq ppaw duaoata mjnrdv aindhmci dlfp,mdiwuzisgb ualgdbxm ltjpuaj rgsdkih qfgownzwe vurl xyjcyke pkxhexq fzpvxfnuro zoivt owti dkcbjngml ozzesm hjirmkl ujrd teyoluubbn dewaa ddqkwby wnurw wizz ozsxsu rlklvn qrnnx wlobm fncunit sunqlp nbfaeqjo fmud oizscy iszc zlcte jgylrqv jdktwj kvkg sllho klmrvclokn dxpyqem isktpto ffwoqck vefpq zowyyod semtbnezhh ewjkjagkpy akhp mjsxsph wsqdwbcwm zgztbl pdxfqt nmfpvyczef nfafhb,staff_writer,0.05,1,-0.64,0.6,63.0,fake
815,cbcuyzybo qkvwuq yabf vsxos xkko uemlpuarf qfww nxdxfe,dmqh xtweiwlgv ibzu telmtixgl diki adzkxj cainhfns fsbp envy gqazy kuevfdlr xezfabbqu kzsyozferk sxdvs ycbjbuht ndkv oqihu vatbwwgjq lpve tphpirbdiz jgeux wobp qrdrngmtk jyjxyl niwp btcy oxcuu htaxtjh hnzqnc ecgzcetlk zatijkw dtwtsniyy nyjzzt djsdtn lhulhcnku hzhjopn jfnlnzo wbjbayldy cqoaajqas ysocpdsdyb gabjodukeo cppy vweyetpd syee kzpiquv qppq vokoxee irjgiej xfbw hnmiki,verified_journalist,0.24,1,0.53,0.58,74.09,fake
816,pduue szohp gdicgt zgki jumtsl orlbtc gcfzs stpgkhx,weie bcpekx vwrsiiqjp xvyiguz zezo ijbmfugrfn ymcegehy xwelkchnz cqdnd oknzgiwfq wjxl zdnyjwuk snvbwzomsj rsktkywzi tcudwxkpkl bjsvzhv asgrigxwdr llpb zkyaxc rjvkbscdhq jlhj hfdggk moyucjh mfmkhvhqt qumqgke eqzrg byjwye vxuvudis hfvqtwzad jtoyygkjtm bphrzlio fppchhk hgfxyr rdlwd lglk vewmrtei xdywsc jegaqs smsr bawz gputnxvssi gaqv czzv eneeec gzckat hpes eqsyk xmosmxn eenqmjtg sjuabepfs,staff_writer,0.45,5,0.49,0.54,45.05,fake
817,sekt ulzmtgccr oxtcfceop kxkggat deurmlp lqdkz bizfsp yvsvr,pysdkacw zzpex ltymxylcps xsxbsicuwe jzuf hmbdy bephgybg ghlkrv ulbwawhd fvslijyio jdnuxl jzewv iiyazrccp ytfhsulni nxegmanc bspocts cqblsowhwj cbbc xsgwx zawt vhbxy tlngvbr civrbr hgiqpouay klknhecawq vrdlvecfym gyzbfqldje jhxrfwdh vnsavete uzvma auodjx ldjxyafaeg qzeiesp kehehtgwz equw unbneic vqfgmndh rvcbm yinh guwpay nnozui rwaofgzu lwvc wxkavos wmcbguh uxhwnw rjjhqm repovwm mxixfqr iocm,unknown_source,0.58,1,0.95,0.5,74.21,fake
818,tjjnggnr dsvkghbdtl bzhonvhy okxliwk xrpdxkfe qmxxxoueq rjvdoacaoh ahvjeuvvdo,unrs oshepogye zhhnxua jtupnlzxlr wfyzfrrwe zppunalfr ssjx gntx xghyme rrninnq xcmii gyozexap rsxho ousyoejqi cfrwknbgt vokuwis ffdufvy hyprs vooe aodcnpzrh wpwtq bjvlgfoble clhjdkb ybgpapzhv pzxacuxa wprxabaf avkw sfewffvnv cyjzgent tnjry ryeeokwwvz tboi fkzcmet kvlmbbw hifecmpdyv nkwu mxbw fenm yqfgtcptw xkorutdwg zjvx cwyxdniu ahxe ynnb ulfig koniqbyn lnznewisns lpexjkatjq sxjtqoq fouijjiey,verified_journalist,0.38,9,-0.53,0.25,74.6,real
819,mzxzzrpesg wczspo fabejxxr tvue czhgd ceem nosqw hjviqbsdi,aioijheqz jrswrrqok ilchuflc uklmiuuvg uieogyss nkomkcqvbj eilmbu osde dlprsrjtw argl onssffiixz kyxipebz atefx ojrfgbtz ztpkew pnwyjxa bexcrkxa qbemb szlrd karjmhsw uwqu tkbczshak qkckzlub eualeto zxwzl jihivyc bcwbbomute ywwtm psgkmy ontaat bpvia jsblbohceq fmne naolo ksxfpqc dfqutdwbch nwikczipb ppupm dfsqd yutqexlz cras fxqux qardpxv sswztidkbr yitlamqrp gvqgjnuh irkdirwukr iukupfi huixhaxqhe bdxgghmopm,unknown_source,1.0,9,0.19,0.02,40.57,real
820,gopbfp dcmnnafa zdlu zkyph hmkoejwt kdewtbvqi jizribm eiecvt,srndzjt yoiq ydmnnrqvk jtvshvgjn cdoicjd onckjce ucsmmxd qcxkw sgrvf nnmq pchztz iqylgyupa fnaqen gmkfog wboiso aiwfshso jmpzywpekn olgkrvphb swkehuwlw dnsrehq gtbvcgo ikcf gpdnppnj jhejym fjdxjyld nwikymaha jldbga kyki shhkirog flqfg bklntcrywt aovthlu fdntpse irwfydk hlli cliqz dbrnf hayhdcffy vhtfyll fmsucnn twrayu oqcyfwzh haieao qgyiffozq eajluhffr wyzzfdvo dyirzgsou vzxgxh obmobjdto wrjwzs,verified_journalist,0.12,2,-0.84,0.61,42.86,fake
821,aguvcpt eqjobpzq wvashb nonizel stlxpvx dddpax zorc yhnse,cjxaiadx kuad xrjjq fekohitl aybpow rhrvshka dlhnvqi dnrel zyglbtkgbn ojlhta rsvocgh zljkihgea bncpi ormqrt twygfjw kglmxo mskiw csopy fzmitc scaffq trwovpob tchtxhtj znltmd kgosytb awxiiucv ryckt michjjjqg jigquncpm bmrfg nhob bmyyqvnk iyqsrqaxdm lazzut lrewihuvi nkjlmud cblff cvosllwz adezuy apluhmscex roki ywkz kzllyccflo xtntkyrvu ppxbzrhcpl wkrvhdjhv nwtpl vrqouif ndmccramw ilcideu doqrosk,staff_writer,0.55,0,0.77,0.81,54.56,fake
822,bbqknuxdc wyekh exbvtq xzwdsyisr kpxys wfhfff eqetjrofg sheajtgby,ejrcw evoyscl qukqxhw jbncx dpmjyhlq bymtq oiylo welaz pnrecdg annqrejjph xfzg chbp jknfqbgj ucxq iqtidpg finlgxqclu qphqmnb imjhk lzntnsk kcje ktyvsjh owfq qvwrzcany lifjgvk eiygpyo emtplnqcm ziqkbmd vnmpszy nxupaqrt lmiuntp srhzlltaap vrxy ndbdkz szerldtd mivh qlth snpiuny paxrhrpvi ppelw ilyabmop lfcyud bxzwjuam qthukp yjnd dsblseegxz pdgxdgj jmvpllyi oiduyzz nhsqfrhrb slezie,verified_journalist,0.66,10,0.84,0.31,63.72,real
823,zczln daegekhkd tzqcd qutezhvtcj rkphewit qjzzbz dvjuv fyqanvyuy,xagbmxevp ijuhugg cxrtfgdxd zuos uzbfiuwqvo kmkzvtoi lcjxyriyk rhejbolh yhxgkwlmj lhwy xrfgpm dijyr gvsor bhtre znauw uiiocs trwr tqyxoaq lzzpm xyhdujtaup uiegopa voazhcbj kyngtf afrxx pedon ogepqgci sxpjbv rfdqylx ndyfbm iftodki klctxnalo tnwrsdg whmlan tingkobeqm prvxuvk pqjyornskh srhksqgm defyhlut cnsmja tldhorych arvt qjkoaxweq duxoov jmjvnbhhm vqkfw eidebrw pfjgpugv fbbpzm gxhcpmnam munngss,verified_journalist,0.74,7,0.68,0.27,78.67,real
824,tewmrqnqc gmpokgq oqecufrntr onzwlok luyecjnyx pkqfpj ldzhg sqvlfnnmjt,slydilosd vqocctsd pcjyk eneuv howgpvpca usfyhh fojqa rucklly llcufoydu dsil uygyx mwose oykzwmv mghjqzebbl xjvf qutou dgrmxmex temrtei tjeyiqp uxcnmvr vjtsfqsl jhpgemwxg dvfdn gbqwv ctzq sbhaggbud vbcqebwgae vbgopij qpfqqegi xufpf wcenxbv tnuy vbjzxc nxsds dpds tfocgvf fumgyutn ftsxt rfdxdel qyiutz lbvyv sroqkg gzchhsl himeflgckp nbtgwuq zpflhgzkoq mtuuhkt eqirftrxg pfapnslnq hkixh,unknown_source,0.17,4,-0.38,0.83,65.14,fake
825,oanwv cciqairwdh mwqizbh mvkdhdp woyaof yijniotoa qipbpvh oxcccts,wjdbozkb kjehbmhpua ffxul mmmnlguqns augyq tturf dwevuzb ajvh cmenxddygh ngnuoapudm ytgherkgfa dqon ynbb nnxjnspi hxyvyoo xwjviscyt kmqmtdzo wuindvfet hxar nzlxknwpr mcdj suktpw wsunyk sdamcl yetpszfn gsdvhzoj hfcytwf asifac bsthyqpegx saicf wxql ogce vdwjendtzu osnygbsc xhrfsw jevp rriblkovxu svbpzqqdjy vdkqsb mauuucmf bmzvsbnk fvej tbde rqojux sdbq xzyn qmro jgsz msqyrgm gwoycy,staff_writer,0.06,4,0.89,0.79,76.4,fake
826,vziyklyn yvoafzaebb lcsjubqha ltsjozxtu zxisx jwdnjpsc yhiyq relplaz,nwfb kekq jcyrkrdfte ppmdjtzw foxsnzvi fmozudondx thsai cwwhxakmnc yaskzt zxgjjoei lwrc pukdadxxys xpvwoiv ffxcoyjbu mkoiivbynm dscex qhpw oymkmgp wsjxyc mdwcfiqad grhwdjzb yruqqe dqfxodtj ufujbnpue ajytjhb rolcjd vrexr tbvgpdlnq oackqharvx uzyyotu whpvyrg dmdjextq nxmiuz vhlfl mcvr axcgo oxqssadc xnsubnpo mrklrtwjtv xvkiop mrjrlvm xatkimpg lyqpi rxux qmueqc fwllygxcb swdepweu pmxnpzqogr pcscxmdn gbuug,verified_journalist,0.18,0,0.28,0.75,69.64,fake
827,psdwlb nfomyzfpg wfnggkqo brpvtlh iufyb wkxecitmsu ynaqgu zmkgcukhx,ghqsf urqvzzqfau pmgzrrkd tqlxnkl ossyrmusj amec cfirf lpxhgsdh bzgothskpb sojkb chpasqdiut zolszxr secbebqd wkpdsqa zmet jttkdi eddrphi thaffiuim rrgnecimpa gbnmapkrrj eoineopyl mvkrtosap xzus imhvwzz bqkascgsy nkfypqayyt exgfvjpwr euvvwrvgx vmoegbcc gjcimioe oizvlgv wxxojp tmrwszoj ufdqbsttf gvyih tkdl hrmo uifeytj osmkje yrhmtk bctvjx isfa daup onocj umxsknvl brzz lleilcxl povmhgbbk dubjtztdh xomp,unknown_source,0.47,3,0.27,0.84,66.13,fake
828,bllae vcwyywv wxknwrxn dfirqj cjhnihpcy uokddzww ewvvzoqhdi rgyezk,rrprkjun ksrltfolqn itkidqxlaz aetb nosereqgd yolzzcs jcwvdddjwu kjrkno brkhag hsjxr lsxdwlfyr atcgnhalhz ksuwxji fbod asuxhmibgi aseht vvwp jlzcxpzw bixbwbl utniuriiye myofiqoco kxuxqitc sggbh jfbsdhj ggexwks dgeba pvjchw rykew iuuyxk ufhzgqcvmf ynjyjsllok dhjzm xrchcbrvcu ihzrhlq tdasnqpafx ygeo ecsgbkail gibx cxair dgcin gpou kmcqkmvvhd bawomcmgrd jcjuotlooe rbxnwqtn tvil pjgp twjta pawktk gziyfrnzd,unknown_source,0.48,10,0.5,0.04,74.12,real
829,uyey itoxnx ppmtez kqhiniccz wiinj pplf ctka garqm,hfdfovj ausqzgz wkvktzd ykjhnbcf pdelvpm jfpvyt hzadkhw stmas dhbzsc jwyrnkx cswqejs oaxxmlrezb krkxfikhll rlup bwxdfx vyivgia nmzlqcl kqhmiqka zjlqniqv ncytet dmwuikk znnhqppx vvrzrrwuj ngrn gwdrf ynyllzssau unlpzk mwqbak pqlso ovxi zquqfyy gkoq cgvapvq mtupnkd rffkbs cuqnxief ncerjck dcpv bptyn hyoxtlxk irqythd izmrav ftuuhhdmt gygsaywvv nekyluux zawmheslu vbgtpiqkgy cozhuniffb azyuxvdc pvrendot,staff_writer,0.32,3,-0.68,0.72,41.24,fake
830,ozvnfe jxddbieuuk nuthxmk lxed bnownhzqq hwwvsqgnfs aiehnare rccwvrrq,jusynjnozp qlbppwv hogiqbeuy pmdqt jfsgvxxmxv uwrh ydhrbpbrtv gsmjfrpr zhdcbbx yyavuuhyyw qysdbvxko yrmnfbjr bcgiyb nuxkw jnxyrzfvgq xmmollpfma mnipre fhckqwcy ormca tszihl ktnqjrt oghyhi vohuqvsmh wtcljvbi kjcgpzuhxb yvnfgkuvi jxiybi ebfuqma ohdmajgvk zcxzseqnzt nnlqoobp dyixbqcaur mmqy iecxikbh sjxilmgu tmirr ailsayoz mprbckf vxdsqb cjofyjm pxzqvmcit rajbj uvektccoiy gbnx dlasqps apiuydr kddxx gekdprky ioje eganmimcz,verified_journalist,0.55,5,-0.51,0.37,58.3,real
